id,name_en,name_jp,id_band,class_job,req_level,compat_key,caster_state_req,dmg_attr,dmg_attr_label,dmg_attr_weight,dmg_elem,dmg_elem_label,dmg_elem_weight,dmg_class,magnitude,hp_cost,mp_cost,tp_cost,cast_time,recast_time,action_gauge,range,best_range,min_range,effect_range,recast_sep_hands,target_state_gate,p1_base,p1_grow,p2_base,p2_grow,p3_base,p3_grow,p4_base,p4_grow,effect_block_raw
22308,Create Distaff,巴術アイテム作成,22xxx,24,1,1,2,-1,None,0,-1,None,0,none,0,0,0,0,0,0,3.5,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22309,Animate Distaff,巴術アイテム使用,22xxx,24,1,1,2,-1,None,0,-1,None,0,none,0,0,0,0,0,0,3.5,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22310,Refill,矢籠め,22xxx,7,1,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22501,Quit,合成終了,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,0,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22502,Cancel,製作中断,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,0,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22503,Finish,完成,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,0,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22504,Double Down,ダブルダウン,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,0,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22505,Inscribe,銘入れ,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,0,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22506,Wait,経過観察,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,0,0,0,0,0,3,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22507,\[Time Up],（時間切れ）,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,0,0,0,0,0,3,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22550,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22551,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22552,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22553,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22554,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22555,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22556,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=1;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22557,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=1;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22558,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=1;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22559,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22560,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22561,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22562,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22563,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22564,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22565,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=1;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22566,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=1;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22567,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=1;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22568,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22569,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22570,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22571,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22572,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22573,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22574,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22575,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22576,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=2;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22577,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22578,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22579,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22580,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22581,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22582,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=3;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22583,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22584,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22585,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22586,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22587,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22588,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=4;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22589,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=6;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22590,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=6;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22591,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=6;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22592,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22593,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22594,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=5;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22595,Standard Synthesis,標準作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=6;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22596,Rapid Synthesis,突貫作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=6;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22597,Careful Synthesis,入魂作業,22xxx,0,1,1,3,-1,None,0,-1,None,0,none,1,0,0,0,0,0,0,-1,-1,0,0,false,-1,,,,,1,-1,,,84=1;85=0;86=0;87=6;88=50;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22701,Begin.,採掘作業準備,22xxx,39,1,113,4,-1,None,0,-1,None,0,none,0,0,0,0,0,3,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22702,Cancel.,やめる,22xxx,39,1,113,4,-1,None,0,-1,None,0,none,0,0,0,0,0,3,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
22703,Strike.,掘る,22xxx,39,1,113,4,-1,None,0,-1,None,0,none,0,0,0,0,0,3,0,-1,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=0;86=0;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=0;96=100;97=0;98=0;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=0
